Country code,Country name,Region code,Region name,LAD code,LAD name,Property type: Houses,,,,,,Property type: Flats,,,,,,,Property type: Total,,,,
,,,,,,Address count,Adress with private outdoor space count,Private outdoor space total area (m2),Percentage of adresses with private outdoor space,Average size of private outdoor space (m2), Median size of private outdoor space (m2) ,Address count,Adress with private outdoor space count,Private outdoor space total area (m2),Private outdoor space count,Percentage of adresses with private outdoor space,Average size of private outdoor space (m2),Average number of flats sharing a garden,Address count,Adress with private outdoor space count,Private outdoor space total area (m2),Percentage of adresses with private outdoor space,Average size of private outdoor space (m2)
E92000001,England,E12000002,North West,E08000001,Bolton,105960,102482,18748395,0.97,182.9,140.1,20261,12872,1008857,4301,0.64,234.6,3,126221,115354,19757252,0.91,185
E92000001,England,E12000004,East Midlands,E07000136,Boston,26630,25827,11424904,0.97,442.4,266,4224,2969,529773,1098,0.7,482.5,2.7,30854,28796,11954677,0.93,444
E92000001,England,E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole",110456,108607,33386410,0.98,307.4,236.3,73114,53922,4996453,12911,0.74,387,4.2,183570,162529,38382863,0.89,315.9
E92000001,England,E12000008,South East,E06000036,Bracknell Forest,39767,38810,11765706,0.98,303.2,171.6,11200,6803,713471,1475,0.61,483.7,4.6,50967,45613,12479177,0.9,309.8
E92000001,England,E12000003,Yorkshire and The Humber,E08000032,Bradford,178663,168539,35453003,0.94,210.4,149.2,38413,20922,2003212,7793,0.55,257.1,2.7,217076,189461,37456215,0.87,212.4
E92000001,England,E12000006,East of England,E07000067,Braintree,55560,52843,24685579,0.95,467.1,213.7,10393,6564,1265595,2109,0.63,600.1,3.1,65953,59407,25951174,0.9,472.3
E92000001,England,E12000006,East of England,E07000143,Breckland,55963,53354,30299684,0.95,567.9,289.6,6616,4591,1798922,1888,0.69,952.8,2.4,62579,57945,32098606,0.93,581.1
E92000001,England,E12000007,London,E09000005,Brent,49963,49322,12537519,0.99,254.2,157.9,74510,52466,2659410,15106,0.7,176,3.5,124473,101788,15196929,0.82,235.9
E92000001,England,E12000006,East of England,E07000068,Brentwood,25461,24838,11963085,0.98,481.6,262,8709,5494,767606,1466,0.63,523.6,3.7,34170,30332,12730691,0.89,484
W92000004,Wales,W08000001,Wales,W06000013,Bridgend,57073,54978,12728129,0.96,231.5,174.7,6908,4975,571692,2106,0.72,271.5,2.4,63981,59953,13299821,0.94,233
E92000001,England,E12000008,South East,E06000043,Brighton and Hove,60455,59474,15892074,0.98,267.2,163.9,71958,55682,1889166,13101,0.77,144.2,4.3,132413,115156,17781240,0.87,245
E92000001,England,E12000009,South West,E06000023,"Bristol, City of",123634,121492,21700240,0.98,178.6,147.4,77510,47476,2646783,13140,0.61,201.4,3.6,201144,168968,24347023,0.84,180.8
E92000001,England,E12000006,East of England,E07000144,Broadland,52710,51565,24323206,0.98,471.7,297.6,6157,4811,1846412,1958,0.78,943,2.5,58867,56376,26169618,0.96,488.9
E92000001,England,E12000007,London,E09000006,Bromley,95145,93453,31185291,0.98,333.7,239.5,46321,27346,2275523,7606,0.59,299.2,3.6,141466,120799,33460814,0.85,331.1
E92000001,England,E12000005,West Midlands,E07000234,Bromsgrove,36624,35490,17176791,0.97,484,258.2,6128,3803,1071072,1371,0.62,781.2,2.8,42752,39293,18247863,0.92,495
E92000001,England,E12000006,East of England,E07000095,Broxbourne,29777,29349,6644143,0.99,226.4,159.2,11187,6503,471349,1622,0.58,290.6,4,40964,35852,7115492,0.88,229.7
E92000001,England,E12000004,East Midlands,E07000172,Broxtowe,44091,42985,12212250,0.98,284.1,205.5,6274,4120,375664,1309,0.66,287,3.1,50365,47105,12587914,0.94,284.2
E92000001,England,E12000002,North West,E07000117,Burnley,37018,36092,5512224,0.98,152.7,89.7,4684,2949,320554,1187,0.63,270.1,2.5,41702,39041,5832777,0.94,156.5
E92000001,England,E12000002,North West,E08000002,Bury,70813,69297,13117189,0.98,189.3,151.6,14252,10132,724588,3387,0.71,213.9,3,85065,79429,13841777,0.93,190.4
W92000004,Wales,W08000001,Wales,W06000018,Caerphilly,71927,69418,14696781,0.97,211.7,152.7,7829,5647,603898,2599,0.72,232.4,2.2,79756,75065,15300679,0.94,212.5
E92000001,England,E12000003,Yorkshire and The Humber,E08000033,Calderdale,77323,71253,17182318,0.92,241.1,136.3,17972,9844,1227988,3578,0.55,343.2,2.8,95295,81097,18410306,0.85,246
E92000001,England,E12000006,East of England,E07000008,Cambridge,34490,33429,7582420,0.97,226.8,155.3,23709,14007,1009851,3818,0.59,264.5,3.7,58199,47436,8592271,0.82,230.7
E92000001,England,E12000007,London,E09000007,Camden,12151,11214,1719218,0.92,153.3,75.9,108605,62443,2123139,12667,0.58,167.6,4.9,120756,73657,3842357,0.61,160.9
E92000001,England,E12000005,West Midlands,E07000192,Cannock Chase,38643,37954,9590980,0.98,252.7,197.9,5418,3756,379364,1326,0.69,286.1,2.8,44061,41710,9970344,0.95,253.8
E92000001,England,E12000008,South East,E07000106,Canterbury,50455,48152,18306569,0.95,380.2,228.7,15123,10422,1217386,3127,0.69,389.3,3.3,65578,58574,19523955,0.89,380.7
W92000004,Wales,W08000001,Wales,W06000015,Cardiff,109346,105992,21015955,0.97,198.3,157.7,47617,27138,1570256,8041,0.57,195.3,3.4,156963,133130,22586212,0.85,198.1
E92000001,England,E12000002,North West,E07000028,Carlisle,44753,43253,13909447,0.97,321.6,181.8,8365,6359,1200699,2646,0.76,453.8,2.4,53118,49612,15110146,0.93,329.2
W92000004,Wales,W08000001,Wales,W06000010,Carmarthenshire,78969,75143,37411793,0.95,497.9,270.2,9243,5755,1959943,2979,0.62,657.9,1.9,88212,80898,39371736,0.92,504
E92000001,England,E12000006,East of England,E07000069,Castle Point,33246,32617,46532625,0.98,1426.6,206.2,5240,3428,533217,1273,0.65,418.9,2.7,38486,36045,47065842,0.94,1388.8
E92000001,England,E12000006,East of England,E06000056,Central Bedfordshire,104960,99069,31516975,0.94,318.1,190.2,17053,10815,1474983,3313,0.63,445.2,3.3,122013,109884,32991958,0.9,322.2
W92000004,Wales,W08000001,Wales,W06000008,Ceredigion,29001,26916,18321240,0.93,680.7,393,6689,4615,1245449,2009,0.69,619.9,2.3,35690,31531,19566689,0.88,676.5
E92000001,England,E12000004,East Midlands,E07000130,Charnwood,64992,62729,19900969,0.97,317.3,208.9,9532,6495,656128,2036,0.68,322.3,3.2,74524,69224,20557096,0.93,317.4
E92000001,England,E12000006,East of England,E07000070,Chelmsford,60154,58207,24262086,0.97,416.8,211.7,16517,9412,1376375,2908,0.57,473.3,3.2,76671,67619,25638461,0.88,419.5
E92000001,England,E12000009,South West,E07000078,Cheltenham,38839,38161,9887725,0.98,259.1,184.8,18352,13580,1194668,3302,0.74,361.8,4.1,57191,51741,11082393,0.91,267.3
E92000001,England,E12000008,South East,E07000177,Cherwell,58183,54861,20127897,0.94,366.9,205.1,10118,5880,1346527,2046,0.58,658.1,2.9,68301,60741,21474424,0.89,377.4
E92000001,England,E12000002,North West,E06000049,Cheshire East,156498,149857,59674455,0.96,398.2,227.5,26927,16426,3959393,6006,0.61,659.2,2.7,183425,166283,63633848,0.91,408.3
E92000001,England,E12000002,North West,E06000050,Cheshire West and Chester,136219,131540,50312746,0.97,382.5,213.9,24475,15513,3024047,5655,0.63,534.8,2.7,160694,147053,53336794,0.92,388.8
E92000001,England,E12000004,East Midlands,E07000034,Chesterfield,42889,42206,10537231,0.98,249.7,206.1,7008,5148,413896,1479,0.74,279.8,3.5,49897,47354,10951126,0.95,250.7
E92000001,England,E12000008,South East,E07000225,Chichester,45949,43471,28805668,0.95,662.6,273.4,12334,9173,2511026,3095,0.74,811.3,3,58283,52644,31316694,0.9,672.5
E92000001,England,E12000008,South East,E07000005,Chiltern,32458,31576,20427643,0.97,646.9,355.9,7871,4950,1433262,1880,0.63,762.4,2.6,40329,36526,21860905,0.91,653.4
E92000001,England,E12000002,North West,E07000118,Chorley,45769,44042,13061318,0.96,296.6,178.3,5780,4301,518807,1652,0.74,314,2.6,51549,48343,13580125,0.94,297.2
S92000003,Scotland,S15000001,Scotland,S12000036,City of Edinburgh,79683,77983,21575443,0.98,276.7,205.1,175879,138911,7998028,25118,0.79,318.4,5.5,255562,216894,29573471,0.85,286.8
E92000001,England,E12000007,London,E09000001,City of London,74,20,380,0.27,19,16.3,7633,534,3294,18,0.07,183,29.7,7707,554,3675,0.07,96.7
S92000003,Scotland,S15000001,Scotland,S12000005,Clackmannanshire,17863,17473,5100871,0.98,291.9,198.2,7202,6006,804272,2313,0.83,347.7,2.6,25065,23479,5905143,0.94,298.5
E92000001,England,E12000006,East of England,E07000071,Colchester,63411,61375,23251607,0.97,378.8,204.8,19790,12397,1938040,3474,0.63,557.9,3.6,83201,73772,25189648,0.89,388.4
W92000004,Wales,W08000001,Wales,W06000003,Conwy,44632,43194,16503337,0.97,382.1,230.9,12477,9263,1032834,3176,0.74,325.2,2.9,57109,52457,17536171,0.92,378.2
E92000001,England,E12000002,North West,E07000029,Copeland,30416,28951,14307757,0.95,494.2,198.8,3604,2553,494469,1067,0.71,463.4,2.4,34020,31504,14802226,0.93,493.1
E92000001,England,E12000004,East Midlands,E07000150,Corby,27076,26240,5680218,0.97,216.5,159.9,3414,2427,193875,815,0.71,237.9,3,30490,28667,5874093,0.94,217.1
E92000001,England,E12000009,South West,E06000052,Cornwall,223995,209092,103535976,0.93,495.2,243.4,53151,38202,8762148,15461,0.72,566.7,2.5,277146,247294,112298124,0.89,500.1
E92000001,England,E12000009,South West,E07000079,Cotswold,37134,34423,22204692,0.93,645.1,272.3,7625,5398,2411384,2213,0.71,1089.6,2.4,44759,39821,24616076,0.89,671.9
E92000001,England,E12000001,North East,E06000047,County Durham,226057,219655,46935687,0.97,213.7,145.2,22139,13993,1911692,6765,0.63,282.6,2.1,248196,233648,48847379,0.94,215.7
E92000001,England,E12000005,West Midlands,E08000026,Coventry,112187,110988,20607210,0.99,185.7,137.8,38372,17218,1068353,5276,0.45,202.5,3.3,150559,128206,21675563,0.85,186.4
E92000001,England,E12000003,Yorkshire and The Humber,E07000163,Craven,23372,21568,7575472,0.92,351.2,181.9,5147,3633,815098,1777,0.71,458.7,2,28519,25201,8390570,0.88,359.4
E92000001,England,E12000008,South East,E07000226,Crawley,33655,33175,6701596,0.99,202,145.4,12198,8333,690638,2318,0.68,297.9,3.6,45853,41508,7392234,0.91,208.3
E92000001,England,E12000007,London,E09000008,Croydon,93353,92114,24096654,0.99,261.6,160,66063,40722,2603816,11418,0.62,228,3.6,159416,132836,26700469,0.83,257.9
E92000001,England,E12000006,East of England,E07000096,Dacorum,48808,46681,16929821,0.96,362.7,194,16405,8591,997493,2581,0.52,386.5,3.3,65213,55272,17927314,0.85,363.9
E92000001,England,E12000001,North East,E06000005,Darlington,43437,42561,9212516,0.98,216.5,153.7,7765,5960,527763,1876,0.77,281.3,3.2,51202,48521,9740279,0.95,219.2
E92000001,England,E12000008,South East,E07000107,Dartford,35231,34450,8664165,0.98,251.5,154.1,11928,7816,599519,1854,0.66,323.4,4.2,47159,42266,9263684,0.9,255.2
E92000001,England,E12000004,East Midlands,E07000151,Daventry,33823,30753,13043876,0.91,424.1,233.5,3397,2081,892410,913,0.61,977.4,2.3,37220,32834,13936286,0.88,440.1
W92000004,Wales,W08000001,Wales,W06000004,Denbighshire,38223,36888,15309849,0.97,415,231.3,6228,4150,713186,1795,0.67,397.3,2.3,44451,41038,16023035,0.92,414.2
E92000001,England,E12000004,East Midlands,E06000015,Derby,92287,89562,19401737,0.97,216.6,182.7,19117,11060,742287,3555,0.58,208.8,3.1,111404,100622,20144024,0.9,216.3
E92000001,England,E12000004,East Midlands,E07000035,Derbyshire Dales,29762,27847,15382621,0.94,552.4,284.2,4777,3125,865449,1502,0.65,576.2,2.1,34539,30972,16248069,0.9,553.6
E92000001,England,E12000003,Yorkshire and The Humber,E08000017,Doncaster,125394,121830,32472944,0.97,266.5,191.3,12156,7662,871721,2967,0.63,293.8,2.6,137550,129492,33344666,0.94,267.2
E92000001,England,E12000009,South West,E06000059,Dorset,144904,138957,74818900,0.96,538.4,283.3,34839,25330,5823260,8386,0.73,694.4,3,179743,164287,80642160,0.91,547.3
E92000001,England,E12000008,South East,E07000108,Dover,42950,41268,14908382,0.96,361.3,188.7,10778,7957,1193426,2738,0.74,435.9,2.9,53728,49225,16101807,0.92,365.9
E92000001,England,E12000005,West Midlands,E08000027,Dudley,118172,116960,27666800,0.99,236.5,199.6,20667,12066,1059596,3639,0.58,291.2,3.3,138839,129026,28726395,0.93,238.2
S92000003,Scotland,S15000001,Scotland,S12000006,Dumfries and Galloway,59636,55986,29713840,0.94,530.7,285.3,14964,11724,2887661,5428,0.78,532,2.2,74600,67710,32601501,0.91,530.8
S92000003,Scotland,S15000001,Scotland,S12000042,Dundee City,35808,34807,9300445,0.97,267.2,209.5,39516,24711,2119598,5092,0.63,416.3,4.9,75324,59518,11420042,0.79,286.2
E92000001,England,E12000007,London,E09000009,Ealing,66089,65085,10226962,0.99,157.1,123.1,72362,49535,2546394,13838,0.69,184,3.6,138451,114620,12773356,0.83,161.8
S92000003,Scotland,S15000001,Scotland,S12000008,East Ayrshire,42212,40921,12334013,0.97,301.4,215,16164,12555,2097352,4866,0.78,431,2.6,58376,53476,14431366,0.92,315.2
E92000001,England,E12000006,East of England,E07000009,East Cambridgeshire,34538,32484,15845736,0.94,487.8,265.5,3483,2467,554993,880,0.71,630.7,2.8,38021,34951,16400729,0.92,491.6
E92000001,England,E12000009,South West,E07000040,East Devon,56683,53589,29429328,0.95,549.2,256.2,13427,9724,2289665,3613,0.72,633.7,2.7,70110,63313,31718993,0.9,554.5
S92000003,Scotland,S15000001,Scotland,S12000045,East Dunbartonshire,36853,36251,12392688,0.98,341.9,252,10569,7320,1001912,2266,0.69,442.1,3.2,47422,43571,13394599,0.92,347.8
E92000001,England,E12000008,South East,E07000085,East Hampshire,42337,40177,24504724,0.95,609.9,272,11630,8232,3118684,3266,0.71,954.9,2.5,53967,48409,27623407,0.9,635.9
E92000001,England,E12000006,East of England,E07000242,East Hertfordshire,48891,46743,21361049,0.96,457,215.8,14927,8236,1951368,2644,0.55,738,3.1,63818,54979,23312416,0.86,472
E92000001,England,E12000004,East Midlands,E07000137,East Lindsey,60327,57042,35456857,0.95,621.6,307.9,8880,6210,1581460,2447,0.7,646.3,2.5,69207,63252,37038317,0.91,622.6
S92000003,Scotland,S15000001,Scotland,S12000010,East Lothian,35269,33639,11448849,0.95,340.3,197.9,14494,11594,1495244,3962,0.8,377.4,2.9,49763,45233,12944093,0.91,344.2
E92000001,England,E12000004,East Midlands,E07000152,East Northamptonshire,36858,35146,12875435,0.95,366.3,203.7,4221,3038,557011,1069,0.72,521.1,2.8,41079,38184,13432446,0.93,370.9
S92000003,Scotland,S15000001,Scotland,S12000011,East Renfrewshire,29181,28452,10009935,0.98,351.8,268.1,10098,6824,772178,1706,0.68,452.6,4,39279,35276,10782113,0.9,357.5
E92000001,England,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,141504,134616,53916008,0.95,400.5,225.8,17678,12331,1971998,4947,0.7,398.6,2.5,159182,146947,55888007,0.92,400.5
E92000001,England,E12000005,West Midlands,E07000193,East Staffordshire,44698,42670,14741289,0.96,345.5,210,7909,5495,834468,1961,0.7,425.5,2.8,52607,48165,15575757,0.92,349
E92000001,England,E12000006,East of England,E07000244,East Suffolk,102273,98790,48740809,0.97,493.4,244.9,16597,11879,3197918,4685,0.72,682.6,2.5,118870,110669,51938727,0.93,501.9
E92000001,England,E12000008,South East,E07000061,Eastbourne,29110,28622,6659854,0.98,232.7,165.8,20520,13825,828150,2977,0.67,278.2,4.6,49630,42447,7488004,0.86,237
E92000001,England,E12000008,South East,E07000086,Eastleigh,46740,45150,13241052,0.97,293.3,202.5,10227,6871,674767,1888,0.67,357.4,3.6,56967,52021,13915818,0.91,295.8
